rowid,mpl_hostname,mpl_letter,mpl_discmethod,mpl_pnum,mpl_orbper,mpl_orbsmax,mpl_orbeccen,mpl_dens,mpl_orbincl,ra,dec,mst_teff,mst_mass,mst_rad,hd_name,mpl_name,mpl_eqt,mpl_masse,mpl_rade,mpl_status,mpl_mnum,rowupdate,mst_lum
167,KELT-8,b,Transit,1,3.24406,0.04571,0.035,0.167,82.65,283.30551,24.12738,5754,1.211,1.67,,KELT-8 b,1600,275.55861,20.849,3,0,03/09/15,
168,KOI-12,b,Transit,1,17.8552333,0.151,0.72,,88.95,297.453731,41.010991,6820,1.452,1.63,,KOI-12 b,1603,3178.3,16.029,3,0,14/05/15,
169,KOI-13,b,Transit,1,1.763588,0.03641,0.00064,3.6,86.77,286.971199,46.868362,7650,1.72,1.74,,KOI-13 b,1604,2949.4624,16.948,3,0,15/10/15,
170,KOI-142,b,Transit,2,10.95416,,0.05593,0.87,89.055,291.148088,40.669407,5471,0.956,0.88,,KOI-142 b,1605,8.7,3.78,3,0,14/05/14,-0.223
171,KOI-217,b,Transit,1,3.90512,0.0477,0,,89.8,294.865505,46.285854,5545,0.95,0.86,,KOI-217 b,1620,,12.442,3,0,14/05/14,
172,KOI-94,b,Transit,4,3.743208,0.05119,0.25,10.1,89.3,297.333057,41.891117,6182,1.277,1.52,,KOI-94 b,1626,10.5,1.71,3,0,14/05/14,0.479
173,KOI-94,c,Transit,4,10.423648,0.1013,0.43,0.91,88.36,297.333057,41.891117,6182,1.277,1.52,,KOI-94 c,1626,15.6,4.32,3,0,14/05/14,0.479
174,KOI-94,d,Transit,4,22.342989,0.1684,0.022,0.363,89.871,297.333057,41.891117,6182,1.277,1.52,,KOI-94 d,1628,106,11.27,3,0,14/05/14,0.479
175,KOI-94,e,Transit,4,54.32031,0.3046,0.019,0.6,89.76,297.333057,41.891117,6182,1.277,1.52,,KOI-94 e,1630,35,6.56,3,0,14/05/14,0.479
176,Kepler-10,b,Transit,2,0.837495,0.01684,0,8.8,84.4,285.679394,50.241299,5627,0.895,1.06,,Kepler-10 b,1637,4.56,1.416,3,0,14/05/14,0.002
177,Kepler-10,b,Transit,2,0.8374912,0.01687,0,8.15,84.15,285.679394,50.241299,5643,0.913,1.06,,Kepler-10 b,1637,4.6,1.46,3,0,27/08/15,
178,Kepler-10,b,Transit,2,0.8374907,0.01685,0,5.8,84.8,285.679394,50.241299,5708,0.91,1.06,,Kepler-10 b,1642,3.33,1.47,3,0,02/06/14,
179,Kepler-10,b,Transit,2,0.83749026,,0.06,,,285.679394,50.241299,,,,,Kepler-10 b,1648,,1.473,3,0,21/05/15,
180,Kepler-10,c,Transit,2,45.29485,0.2407,0,10,89.65,285.679394,50.241299,5627,0.895,1.06,,Kepler-10 c,1650,20,2.227,3,0,14/05/14,0.002
181,Kepler-10,c,Transit,2,45.294292,,0.05,,,285.679394,50.241299,,,,,Kepler-10 c,1650,,2.323,3,0,21/05/15,
182,Kepler-10,c,Transit,2,45.29427,0.2413,0.025,,89.64,285.679394,50.241299,5643,0.913,1.06,,Kepler-10 c,1652,,2.32,3,0,27/08/15,
183,Kepler-10,c,Transit,2,45.294301,,0,7.1,89.59,285.679394,50.241299,5708,0.91,1.06,,Kepler-10 c,1653,17.2,2.35,3,0,02/06/14,
184,Kepler-100,b,Transit,3,6.887037,,0.13,,,291.385979,41.990273,,,,,Kepler-100 b,1657,,1.305,3,0,21/05/15,
185,Kepler-100,c,Transit,3,12.815909,,0.02,,,291.385979,41.990273,,,,,Kepler-100 c,1660,,2.221,3,0,21/05/15,
186,Kepler-100,d,Transit,3,35.33313,,0.38,,,291.385979,41.990273,,,,,Kepler-100 d,1664,,1.514,3,0,21/05/15,
187,Kepler-101,b,Transit,2,3.4876812,0.0474,0.086,1.45,85.82,283.255489,48.355228,5667,1.17,1.56,,Kepler-101 b,1674,51.1,5.77,3,0,25/09/14,
188,Kepler-101,c,Transit,2,6.02976,0.0684,0,10.5,84.6,283.255489,48.355228,5667,1.17,1.56,,Kepler-101 c,1675,3.78,1.25,3,0,25/09/14,
189,Kepler-103,b,Transit,2,15.965316,,0.03,,,288.984555,40.064521,,,,,Kepler-103 b,1686,,3.476,3,0,21/05/15,
190,Kepler-103,c,Transit,2,179.6133,,0.02,,,288.984555,40.064521,,,,,Kepler-103 c,1689,,5.319,3,0,21/05/15,
191,Kepler-105,b,Transit,2,5.4122,0.066,0.47,,85.94,287.887325,46.276237,6397,1.28,1.58,,Kepler-105 b,1700,,4.81,3,0,14/05/14,0.607
192,Kepler-107,b,Transit,4,3.180026,,0.02,,,297.028248,48.208611,,,,,Kepler-107 b,1700,,1.581,3,0,21/05/15,
193,Kepler-107,c,Transit,4,4.901441,,0.02,,,297.028248,48.208611,,,,,Kepler-107 c,1700,,1.664,3,0,21/05/15,
194,Kepler-107,d,Transit,4,7.95825,,0.14,,,297.028248,48.208611,,,,,Kepler-107 d,1706,,1.064,3,0,21/05/15,
195,Kepler-107,e,Transit,4,14.749176,,0.02,,,297.028248,48.208611,,,,,Kepler-107 e,1710,,2.92,3,0,21/05/15,
196,Kepler-108,b,Transit,2,49.18354,,0.22,,,294.559169,46.062325,,,,,Kepler-108 b,1724,,9.56,3,0,21/05/15,
197,Kepler-108,c,Transit,2,190.3214,,0.04,,,294.559169,46.062325,,,,,Kepler-108 c,1729,,8.23,3,0,21/05/15,
198,Kepler-109,b,Transit,2,6.481637,,0.21,,,290.392721,40.284875,,,,,Kepler-109 b,1730,,2.338,3,0,21/05/15,
199,Kepler-109,c,Transit,2,21.22262,,0.03,,,290.392721,40.284875,,,,,Kepler-109 c,1740,,2.634,3,0,21/05/15,
200,Kepler-11,b,Transit,6,10.30375,0.091,0,,88.5,297.115123,41.909138,5680,0.95,1.1,,Kepler-11 b,1752,4.3,1.97,3,0,16/05/14,
201,Kepler-11,b,Transit,6,10.3039,0.091,0.045,1.72,89.64,297.115123,41.909138,5663,0.961,1.06,,Kepler-11 b,1753,1.9,1.8,3,0,14/05/14,
202,Kepler-11,c,Transit,6,13.02502,0.106,0,,89,297.115123,41.909138,5680,0.95,1.1,,Kepler-11 c,1756,13.5,3.15,3,0,16/05/14,
203,Kepler-11,c,Transit,6,13.0241,0.107,0.026,0.66,89.59,297.115123,41.909138,5663,0.961,1.06,,Kepler-11 c,1759,2.9,2.87,3,0,14/05/14,
204,Kepler-11,d,Transit,6,22.68719,0.159,0,,89.3,297.115123,41.909138,5680,0.95,1.1,,Kepler-11 d,1764,6.1,3.43,3,0,16/05/14,
205,Kepler-11,d,Transit,6,22.6845,0.155,0.004,1.28,89.67,297.115123,41.909138,5663,0.961,1.06,,Kepler-11 d,1770,7.3,3.12,3,0,14/05/14,
206,Kepler-11,e,Transit,6,31.9959,0.194,0,,88.8,297.115123,41.909138,5680,0.95,1.1,,Kepler-11 e,1772,8.4,4.52,3,0,16/05/14,
207,Kepler-11,e,Transit,6,31.9996,0.195,0.012,0.58,88.89,297.115123,41.909138,5663,0.961,1.06,,Kepler-11 e,1776,8,4.19,3,0,14/05/14,
208,Kepler-11,f,Transit,6,46.68876,0.25,0,,89.4,297.115123,41.909138,5680,0.95,1.1,,Kepler-11 f,1778,2.3,2.61,3,0,16/05/14,
209,Kepler-11,f,Transit,6,46.6888,0.25,0.013,0.69,89.47,297.115123,41.909138,5663,0.961,1.06,,Kepler-11 f,1778,2,2.49,3,0,14/05/14,
210,Kepler-11,g,Transit,6,118.37774,0.462,0,,89.8,297.115123,41.909138,5680,0.95,1.1,,Kepler-11 g,1782,300,3.66,3,0,16/05/14,
211,Kepler-11,g,Transit,6,118.3807,0.466,0.15,4,89.87,297.115123,41.909138,5663,0.961,1.06,,Kepler-11 g,1786,25,3.33,3,0,14/05/14,
212,Kepler-117,b,Transit,2,18.7959228,0.1445,0.0493,0.3,88.74,288.793037,48.040234,6150,1.129,1.61,,Kepler-117 b,1790,29.875,8.059,3,0,19/11/14,
213,Kepler-117,c,Transit,2,50.790391,0.2804,0.0323,1.74,89.64,288.793037,48.040234,6150,1.129,1.61,,Kepler-117 c,1790,584.78,12.341,3,0,19/11/14,
214,Kepler-12,b,Transit,1,4.4379637,0.0556,0.01,0.111,88.76,286.243425,50.040382,5947,1.166,1.48,,Kepler-12 b,1812,136.979,18.999,3,0,14/05/14,
215,Kepler-126,b,Transit,3,10.495634,,0.07,,,289.347291,44.208553,,,,,Kepler-126 b,1816,,1.439,3,0,21/05/15,
216,Kepler-126,c,Transit,3,21.86964,,0.19,,,289.347291,44.208553,,,,,Kepler-126 c,1823,,1.498,3,0,21/05/15,
217,Kepler-126,d,Transit,3,100.28208,,0.02,,,289.347291,44.208553,,,,,Kepler-126 d,1823,,2.513,3,0,21/05/15,
218,Kepler-127,b,Transit,3,14.43577,,0.47,,,285.189985,46.027962,,,,,Kepler-127 b,1823,,1.52,3,0,21/05/15,
219,Kepler-127,c,Transit,3,29.39344,,0.03,,,285.189985,46.027962,,,,,Kepler-127 c,1833,,2.389,3,0,21/05/15,
220,Kepler-127,d,Transit,3,48.62997,,0.03,,,285.189985,46.027962,,,,,Kepler-127 d,1834,,2.668,3,0,21/05/15,
221,Kepler-129,b,Transit,2,15.791619,,0.01,,,285.311284,47.848595,,,,,Kepler-129 b,1840,,2.409,3,0,21/05/15,
222,Kepler-129,c,Transit,2,82.1908,,0.2,,,285.311284,47.848595,,,,,Kepler-129 c,1840,,2.522,3,0,21/05/15,
223,Kepler-130,b,Transit,3,8.45725,,0.15,,,288.450665,40.245305,,,,,Kepler-130 b,1862,,0.976,3,0,21/05/15,
224,Kepler-130,c,Transit,3,27.508686,,0.08,,,288.450665,40.245305,,,,,Kepler-130 c,1868,,2.811,3,0,21/05/15,
225,Kepler-130,c,Transit,3,27.50868,0.178,0,,89.34,288.450665,40.245305,5879,1,1.17,,Kepler-130 c,1872,,2.9,3,0,14/05/14,0.155
226,Kepler-130,d,Transit,3,87.5211,,0.8,,,288.450665,40.245305,,,,,Kepler-130 d,1898,,1.31,3,0,21/05/15,
227,Kepler-138,c,Transit,3,13.78164,,0.05,5,,290.381547,43.292973,3871,0.57,0.54,,Kepler-138 c,1900,3.83,1.61,3,0,14/05/14,
228,Kepler-138,d,Transit,3,23.08933,,0.024,1.31,,290.381547,43.292973,3871,0.57,0.54,,Kepler-138 d,1904,1.01,1.61,3,0,14/05/14,
229,Kepler-14,b,Transit,1,6.790123,,0.035,7.1,90,287.708814,47.33305,6395,1.512,2.05,,Kepler-14 b,1910,2669.66,12.733,3,0,14/05/14,0.799
230,Kepler-145,b,Transit,2,22.95102,,0.43,,,291.387762,44.529106,,,,,Kepler-145 b,1941,,2.56,3,0,21/05/15,
231,Kepler-145,c,Transit,2,42.88254,,0.11,,,291.387762,44.529106,,,,,Kepler-145 c,1951,,3.92,3,0,21/05/15,
232,Kepler-15,b,Transit,1,4.942782,0.05714,0.06,0.93,87.44,296.200595,49.140125,5515,1.018,0.99,,Kepler-15 b,1952,209.76,10.76,3,0,14/05/14,-0.087
233,Kepler-16,b,Transit,1,228.776,0.7048,0.0069,0.964,90.032,289.07571,51.757439,4450,0.6897,0.65,,Kepler-16 b,1956,105.833,8.449,3,0,14/05/14,
234,Kepler-167,b,Transit,4,4.3931632,0.0483,0,,89.33,292.658441,38.345413,4890,0.77,0.73,,Kepler-167 b,1956,,1.615,3,0,10/03/16,-0.57
235,Kepler-167,c,Transit,4,7.406114,0.0684,0,,89.3,292.658441,38.345413,4890,0.77,0.73,,Kepler-167 c,1958,,1.548,3,0,10/03/16,-0.57
236,Kepler-17,b,Transit,1,1.4857108,0.02591,0.011,1.35,87.2,298.395274,47.815006,,,,,Kepler-17 b,2000,778.65,14.68,3,0,14/05/14,
237,Kepler-18,b,Transit,3,3.504725,0.0447,0,4.9,84.92,298.079439,44.746321,5345,0.972,1.11,,Kepler-18 b,2000,6.9,2,3,0,14/05/14,-0.031
238,Kepler-18,c,Transit,3,7.64159,0.0752,0,0.59,87.68,298.079439,44.746321,5345,0.972,1.11,,Kepler-18 c,2035,17.3,5.49,3,0,14/05/14,-0.031
239,Kepler-18,d,Transit,3,14.85888,0.1172,0,0.27,88.07,298.079439,44.746321,5345,0.972,1.11,,Kepler-18 d,2048,16.4,6.98,3,0,14/05/14,-0.031
240,Kepler-186,f,Transit,5,129.9441,0.432,0.04,,89.96,298.652714,43.955017,3755,0.544,0.52,,Kepler-186 f,2049,,1.17,3,0,14/01/15,-1.26
241,Kepler-19,b,Transit,2,9.2869944,,0,10.4,89.94,290.420839,37.851786,5541,0.936,0.85,,Kepler-19 b,2050,20.3,2.209,3,0,14/05/14,
242,Kepler-197,b,Transit,4,5.599293,,0.02,,,295.226435,50.559006,,,,,Kepler-197 b,2056,,1.064,3,0,21/05/15,
243,Kepler-197,c,Transit,4,10.349711,,0.08,,,295.226435,50.559006,,,,,Kepler-197 c,2058,,1.208,3,0,21/05/15,
244,Kepler-197,d,Transit,4,15.67787,,0.03,,,295.226435,50.559006,,,,,Kepler-197 d,2075,,1.244,3,0,21/05/15,
245,Kepler-197,e,Transit,4,25.2097,,0.38,,,295.226435,50.559006,,,,,Kepler-197 e,2131,,0.983,3,0,21/05/15,
246,Kepler-20,b,Transit,5,3.6961219,0.04537,0.32,6.5,86.5,287.698004,42.338726,5455,0.912,0.94,,Kepler-20 b,2160,8.7,1.91,3,0,14/05/14,-0.149
247,Kepler-20,c,Transit,5,10.854092,0.093,0.4,2.91,88.39,287.698004,42.338726,5455,0.912,0.94,,Kepler-20 c,2160,16.1,3.07,3,0,14/05/14,-0.149
248,Kepler-20,d,Transit,5,77.61184,0.3453,0.6,4.07,89.57,287.698004,42.338726,5455,0.912,0.94,,Kepler-20 d,2169,20.1,2.75,3,0,14/05/14,-0.149
249,Kepler-20,e,Transit,5,6.098493,,0.28,,87.5,287.698004,42.338726,5466,0.912,0.94,,Kepler-20 e,2190,3.08,0.868,3,0,14/05/14,-0.069
250,Kepler-20,f,Transit,5,19.57706,,0.32,,88.68,287.698004,42.338726,5466,0.912,0.94,,Kepler-20 f,2190,14.3,1.03,3,0,14/05/14,-0.069
251,Kepler-21,b,Transit,1,2.785755,0.042507,0,12.9,82.58,287.361816,38.714016,6131,1.34,1.86,,Kepler-21 b,2200,10.4,1.635,3,0,14/05/14,
252,Kepler-22,b,Transit,1,289.8623,0.849,0,14.7,89.764,289.217484,47.884464,5518,0.97,0.98,,Kepler-22 b,2200,36,2.38,3,0,14/05/14,-0.102
253,Kepler-23,b,Transit,3,7.106995,,0.06,,,294.218924,49.479225,,,,,Kepler-23 b,2200,,1.694,3,0,21/05/15,
254,Kepler-23,c,Transit,3,10.742434,,0.02,,,294.218924,49.479225,,,,,Kepler-23 c,2210,,3.12,3,0,21/05/15,
255,Kepler-23,d,Transit,3,15.27429,,0.08,,,294.218924,49.479225,,,,,Kepler-23 d,2250,,2.235,3,0,21/05/15,
256,Kepler-25,b,Transit,3,6.2385369,,0.05,,,286.638393,39.487894,,,,,Kepler-25 b,2400,,2.702,3,0,21/05/15,
257,Kepler-25,c,Transit,3,12.7203678,,0.01,,,286.638393,39.487894,,,,,Kepler-25 c,2483,,5.154,3,0,21/05/15,
258,Kepler-278,b,Transit,2,30.15856,,0.04,,,290.107193,38.702235,,,,,Kepler-278 b,2550,,4.59,3,0,21/05/15,
259,Kepler-278,c,Transit,2,51.0851,,0.51,,,290.107193,38.702235,,,,,Kepler-278 c,2723,,3.31,3,0,21/05/15,
260,Kepler-296,b,Transit,5,10.864384,0.079,0.33,,,286.540008,49.437326,3740,0.498,0.48,,Kepler-296 b,2733,,1.61,3,0,03/09/15,
261,Kepler-296,c,Transit,5,5.8416366,0.0521,0.33,,,286.540008,49.437326,3740,0.498,0.48,,Kepler-296 c,,,2,3,0,03/09/15,
262,Kepler-296,d,Transit,5,19.850291,0.118,0.33,,,286.540008,49.437326,3740,0.498,0.48,,Kepler-296 d,,,2.09,3,0,03/09/15,
263,Kepler-296,e,Transit,5,34.14204,0.149,0.1,,89.89,286.540008,49.437326,3572,0.454,0.43,,Kepler-296 e,,,1.48,3,0,14/01/15,-1.569
264,Kepler-296,e,Transit,5,34.14211,0.169,0.33,,,286.540008,49.437326,3740,0.498,0.48,,Kepler-296 e,,,1.53,3,0,03/09/15,
265,Kepler-296,f,Transit,5,63.336,0.283,0.12,,89.95,286.540008,49.437326,3572,0.454,0.43,,Kepler-296 f,,,1.75,3,0,14/01/15,-1.569
266,Kepler-296,f,Transit,5,63.33627,0.255,0.33,,,286.540008,49.437326,3740,0.498,0.48,,Kepler-296 f,,,1.8,3,0,03/09/15,
267,Kepler-30,b,Transit,3,29.33434,0.18,0.042,1.02,90.179,285.283636,38.947281,5498,0.99,0.95,,Kepler-30 b,,11.3,3.9,3,0,14/05/14,
268,Kepler-30,c,Transit,3,60.323105,0.3,0.0111,1.88,90.323,285.283636,38.947281,5498,0.99,0.95,,Kepler-30 c,,640,12.3,3,0,14/05/14,
269,Kepler-30,d,Transit,3,143.34394,0.5,0.022,0.19,89.841,285.283636,38.947281,5498,0.99,0.95,,Kepler-30 d,,23.1,8.8,3,0,14/05/14,
270,Kepler-33,b,Transit,5,5.66793,0.0677,0,,86.39,289.077548,46.005222,5904,1.291,1.82,,Kepler-33 b,,,1.74,3,0,14/05/14,0.556
271,Kepler-33,c,Transit,5,13.17562,0.1189,0,,88.19,289.077548,46.005222,5904,1.291,1.82,,Kepler-33 c,,,3.2,3,0,14/05/14,0.556
272,Kepler-33,d,Transit,5,21.77596,0.1662,0,,88.71,289.077548,46.005222,5904,1.291,1.82,,Kepler-33 d,,,5.35,3,0,14/05/14,0.556
273,Kepler-33,e,Transit,5,31.7844,0.2138,0,,88.94,289.077548,46.005222,5904,1.291,1.82,,Kepler-33 e,,,4.02,3,0,14/05/14,0.556
274,Kepler-33,f,Transit,5,41.02902,0.2535,0,,89.17,289.077548,46.005222,5904,1.291,1.82,,Kepler-33 f,,,4.46,3,0,14/05/14,0.556
275,Kepler-338,b,Transit,4,13.72699,,0.04,,,282.978956,40.784347,,,,,Kepler-338 b,,,2.58,3,0,21/05/15,
276,Kepler-338,c,Transit,4,24.31168,,0.03,,,282.978956,40.784347,,,,,Kepler-338 c,,,2.48,3,0,21/05/15,
277,Kepler-338,d,Transit,4,44.4287,,0.03,,,282.978956,40.784347,,,,,Kepler-338 d,,,2.66,3,0,21/05/15,
278,Kepler-338,e,Transit Timing Variations,4,9.34149,,0.05,,,282.978956,40.784347,,,,,Kepler-338 e,,,1.587,3,0,21/05/15,
279,Kepler-34,b,Transit,1,288.822,1.0896,0.182,0.613,90.355,296.435821,44.64156,5913,1.0479,1.16,,Kepler-34 b,,69.92,8.564,3,0,14/05/14,0.173
280,Kepler-35,b,Transit,1,131.458,0.60347,0.042,0.41,90.76,294.496978,46.689762,5606,0.8877,1.03,,Kepler-35 b,,40.363,8.16,3,0,14/05/14,-0.027
281,Kepler-36,b,Transit,2,13.83989,0.1153,0.039,7.46,90.01,291.250191,49.231827,5911,1.071,1.63,,Kepler-36 b,,4.45,1.486,3,0,14/05/14,0.462
282,Kepler-36,c,Transit,2,16.23855,0.1283,0.033,0.89,89.98,291.250191,49.231827,5911,1.071,1.63,,Kepler-36 c,,8.08,3.679,3,0,14/05/14,0.462
283,Kepler-37,b,Transit,4,13.36805,,0.08,,,284.05966,44.518131,,,,,Kepler-37 b,,,0.354,3,0,21/05/15,
284,Kepler-37,c,Transit,4,21.302071,,0.09,,,284.05966,44.518131,,,,,Kepler-37 c,,,0.705,3,0,21/05/15,
285,Kepler-37,d,Transit,4,39.792232,,0.15,,,284.05966,44.518131,,,,,Kepler-37 d,,,1.922,3,0,21/05/15,
286,Kepler-38,b,Transit,1,105.599,0.4632,0.032,,89.442,286.830353,42.279205,5623,0.941,1.75,,Kepler-38 b,,122,4.3,3,0,14/05/14,
287,Kepler-39,b,Transit,1,21.0874,0.155,0.121,12.4,88.83,296.960265,46.034298,6260,1.1,1.39,,Kepler-39 b,,5720.7,13.68,3,0,14/05/14,
288,Kepler-39,b,Transit,1,21.08721,0.164,0.112,13,89.07,296.960265,46.034298,6350,1.29,1.4,,Kepler-39 b,,6388.1,13.9,3,0,29/01/15,
289,Kepler-4,b,Transit,1,3.21346,0.0456,0,1.91,89.76,285.615322,50.135754,5857,1.223,1.49,,Kepler-4 b,,24.472,4.002,3,0,14/05/14,0.354
290,Kepler-40,b,Transit,1,6.87349,0.08,0,1.68,89.7,296.81369,47.526608,6510,1.48,2.13,,Kepler-40 b,,699.2,13.11,3,0,14/05/14,
291,Kepler-41,b,Transit,1,1.8555582,0.03101,0,0.33,82.51,294.513229,45.981644,5750,1.15,1.29,,Kepler-41 b,,177.98,14.46,3,0,29/01/15,
292,Kepler-41,b,Transit,1,1.855558,0.03,0,1.1,88.3,294.513229,45.981644,5620,1.12,1.02,,Kepler-41 b,,174.8,9.98,3,0,14/05/14,
293,Kepler-410 A,b,Transit,1,17.833648,0.1226,0.17,,87.72,283.150698,45.139832,6273,1.214,1.35,,Kepler-410 A b,,,2.838,3,0,14/05/14,0.435
294,Kepler-411,b,Transit,1,3.00516,0.038,0,,88.27,287.605582,49.523262,4974,0.83,0.79,,Kepler-411 b,,,1.88,3,0,14/05/14,-0.509
295,Kepler-412,b,Transit,1,1.72086123,0.02959,0.0038,0.501,80.89,286.110327,43.680958,5750,1.167,1.29,,Kepler-412 b,,298.43,14.852,3,0,14/05/14,
296,Kepler-413,b,Transit,1,66.262,0.3553,0.1181,3.2,89.929,288.51062,51.162472,4700,0.82,0.78,,Kepler-413 b,,67,4.347,3,0,14/05/14,
297,Kepler-418,b,Transit,1,86.67856,,0.2,,89.952,294.433512,38.35545,5820,0.98,1.09,,Kepler-418 b,,349.6,13.45,3,0,28/05/14,
298,Kepler-419,b,Transit,2,69.7546,0.37,0.833,,88.95,295.417899,51.184765,6430,1.39,1.74,,Kepler-419 b,,794.5,10.8,3,0,25/06/14,
299,Kepler-420,b,Transit,1,86.647661,0.382,0.772,2.1,89.66,291.22518,44.927383,5520,0.99,1.13,,Kepler-420 b,,460.83,10.54,3,0,25/06/14,
300,Kepler-421,b,Transit,1,704.1984,1.219,0.041,,89.965,283.256822,45.087776,5308,0.794,0.76,,Kepler-421 b,,,4.16,3,0,23/07/14,-0.398
301,Kepler-423,b,Transit,1,2.6843285,0.03585,0.019,0.459,87.828,292.855742,46.391178,5560,0.85,0.95,,Kepler-423 b,,189.101,13.361,3,0,22/01/15,
302,Kepler-425,b,Transit,1,3.79701816,0.0464,0.33,0.27,87.02,290.358009,40.567738,5170,0.93,0.86,,Kepler-425 b,,79.45,10.962,3,0,03/10/14,-0.323
303,Kepler-426,b,Transit,1,3.21751883,0.0414,0.18,0.26,85.74,289.434628,49.4734,5725,0.91,0.92,,Kepler-426 b,,108.06,12.22,3,0,03/10/14,-0.089
304,Kepler-427,b,Transit,1,10.290994,0.091,0.57,0.16,89.5,288.25458,43.704868,5800,0.96,1.35,,Kepler-427 b,,92.17,13.79,3,0,03/10/14,0.29
305,Kepler-428,b,Transit,1,3.52563254,0.0433,0.22,1.02,89.36,290.581722,40.5774,5150,0.87,0.8,,Kepler-428 b,,403.63,12.11,3,0,03/10/14,-0.39
306,Kepler-43,b,Transit,1,3.02409309,0.0444,0.017,2.49,84.57,285.240856,46.668255,6050,1.27,1.38,,Kepler-43 b,,994.77,13,3,0,29/01/15,
307,Kepler-43,b,Transit,1,3.024095,0.0449,0.025,2.33,84.35,285.240856,46.668255,6041,1.32,1.42,,Kepler-43 b,,1026.55,13.45,3,0,14/05/14,
308,Kepler-432,b,Transit,2,52.50097,0.3034,0.535,4.6,88.9,293.282206,48.2859,4850,1.353,4.16,,Kepler-432 b,,1547.77,12.554,3,0,03/12/14,
309,Kepler-432,b,Transit,2,52.501129,0.301,0.5134,4.46,88.17,293.282206,48.2859,4995,1.32,4.06,,Kepler-432 b,,1719.4603,12.834,3,0,30/04/15,
310,Kepler-433,b,Transit,1,5.33408384,0.0679,0.119,1.13,89.21,297.593651,40.977268,6360,1.46,2.26,,Kepler-433 b,,896.24,16.25,3,0,14/01/15,0.88
311,Kepler-434,b,Transit,1,12.8747099,0.1143,0.131,2.4,86.46,293.586381,42.928913,5977,1.198,1.38,,Kepler-434 b,,908.96,12.67,3,0,14/01/15,0.33
312,Kepler-435,b,Transit,1,8.6001536,0.0948,0.114,0.131,85.51,292.287328,43.197281,6161,1.538,3.21,,Kepler-435 b,,266.97,22.31,3,0,14/01/15,1.129
313,Kepler-436,b,Transit,1,64.00205,0.339,0.19,,89.93,301.720753,44.412063,4651,0.729,0.7,,Kepler-436 b,,,2.73,3,0,06/01/15,-0.701
314,Kepler-437,b,Transit,1,66.65062,0.288,0.02,,89.9,297.347393,44.026947,4551,0.707,0.68,,Kepler-437 b,,,2.14,3,0,06/01/15,-0.762
315,Kepler-438,b,Transit,1,35.23319,0.166,0.03,,89.86,281.645806,41.951092,3748,0.544,0.52,,Kepler-438 b,,,1.12,3,0,06/01/15,-1.357
316,Kepler-439,b,Transit,1,178.1396,0.563,0.03,,89.95,280.801566,44.033994,5431,0.884,0.87,,Kepler-439 b,,,2.24,3,0,06/01/15,-0.236
317,Kepler-44,b,Transit,1,3.24674,0.0455,0.021,0.65,83.78,300.102352,45.762142,5757,1.19,1.52,,Kepler-44 b,,324.17,13.9,3,0,14/05/14,
318,Kepler-44,b,Transit,1,3.2467293,0.0446,0.066,0.93,84.96,300.102352,45.762142,5800,1.12,1.35,,Kepler-44 b,,317.82,12.22,3,0,29/01/15,
319,Kepler-440,b,Transit,1,101.11141,0.242,0.34,,89.93,285.349952,41.452206,4134,0.575,0.56,,Kepler-440 b,,,1.86,3,0,06/01/15,-1.102
320,Kepler-441,b,Transit,1,207.2482,0.64,0.1,,89.97,284.566904,49.012546,4340,0.572,0.55,,Kepler-441 b,,,1.64,3,0,06/01/15,-1.051
321,Kepler-442,b,Transit,1,112.3053,0.409,0.04,,89.94,285.366589,39.280081,4402,0.609,0.6,,Kepler-442 b,,,1.34,3,0,06/01/15,-0.932
322,Kepler-443,b,Transit,1,177.6693,0.495,0.11,,89.94,288.610544,49.968632,4723,0.738,0.71,,Kepler-443 b,,,2.33,3,0,06/01/15,-0.664
323,Kepler-444,b,Transit,5,3.6001053,0.04178,0.16,,88,289.752289,41.634605,5046,0.758,0.75,,Kepler-444 b,,,0.403,3,0,29/01/15,
324,Kepler-444,c,Transit,5,4.5458841,0.04881,0.31,,88.2,289.752289,41.634605,5046,0.758,0.75,,Kepler-444 c,,,0.497,3,0,29/01/15,
325,Kepler-444,d,Transit,5,6.189392,0.06,0.18,,88.16,289.752289,41.634605,5046,0.758,0.75,,Kepler-444 d,,,0.53,3,0,29/01/15,
326,Kepler-444,e,Transit,5,7.743493,0.0696,0.1,,89.13,289.752289,41.634605,5046,0.758,0.75,,Kepler-444 e,,,0.546,3,0,29/01/15,
327,Kepler-444,f,Transit,5,9.740486,0.0811,0.29,,87.96,289.752289,41.634605,5046,0.758,0.75,,Kepler-444 f,,,0.741,3,0,29/01/15,
328,Kepler-445,b,Transit,3,2.984151,,0,,89.74,298.736067,46.498552,3157,0.18,0.21,,Kepler-445 b,,,1.58,3,0,14/01/15,
329,Kepler-445,c,Transit,3,4.871229,,0,,89.91,298.736067,46.498552,3157,0.18,0.21,,Kepler-445 c,,,2.51,3,0,14/01/15,
330,Kepler-445,d,Transit,3,8.15275,,0,,89.61,298.736067,46.498552,3157,0.18,0.21,,Kepler-445 d,,,1.25,3,0,14/01/15,
331,Kepler-446,b,Transit,3,1.565409,,0,,87.42,282.250207,44.921102,3359,0.22,0.24,,Kepler-446 b,,,1.5,3,0,14/01/15,
